0,8,6
9,21,3
22,116,9
117,127,4
128,203,6
204,215,3
216,256,9
257,261,4
262,291,6
292,294,0
295,312,6
313,323,3
324,385,9
386,394,4
395,465,6
466,473,3
474,499,9
