0,3,8































4,13,6































14,26,10































27,37,6































38,83,10































84,89,9































90,103,6































104,129,10































130,342,0































343,359,10































360,370,6































371,408,8































409,431,10































432,490,8































491,492,2































493,499,10































