0,85,0















86,90,1







91,169,7







170,174,5







175,248,8







249,272,10







273,281,6







282,286,10







287,317,6







318,348,10







349,354,1







355,480,8







481,481,7







482,488,5







489,499,8







