0,0,8







1,27,5







28,102,8







103,109,2







110,135,10







136,152,6







153,158,10







159,295,0







410,420,6







462,482,6







483,490,0







491,499,10







296,409,10







421,461,10







