0,31,7
32,54,2
55,78,6
79,98,10
99,106,6
107,153,1
154,218,7
219,269,2
270,291,6
292,301,10
302,316,6
317,356,1
357,375,7
376,383,5
384,458,7
459,486,2
487,499,6
